api,member,rank,url,domain,
Hadoop,ContainerExitStatus,7,https://hortonworks.com/blog/better-slas-via-resource-preemption-in-yarns-capacityscheduler/,hortonworks.com,
Hadoop,ContainerExitStatus,8,https://docs.spring.io/spring-hadoop/docs/current/changelog.txt,docs.spring.io,
Hadoop,ContainerExitStatus,9,http://fisheye.apache.org:8060/browse/hadoop/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-distributedshell/src/main/java/org/apache/hadoop/yarn/applications/distributedshell/ApplicationMaster.java?r=783a01eb4a155044a54a30a636b86b3ab2b33044,fisheye.apache.org,
Hadoop,ContainerExitStatus,10,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,ContainerId,1,http://hadoop.apache.org/docs/r2.8.0/api/org/apache/hadoop/yarn/api/records/ContainerId.html,hadoop.apache.org,
Hadoop,ContainerId,2,https://community.hortonworks.com/questions/81442/error-container-complete-event-for-unknown-contain.html,community.hortonworks.com,
Hadoop,ContainerId,3,https://hadoop.apache.org/docs/stable/hadoop-yarn/hadoop-yarn-site/YarnCommands.html,hadoop.apache.org,
Hadoop,ContainerId,4,https://community.mapr.com/docs/DOC-1323,community.mapr.com,
Hadoop,ContainerId,5,https://hadoop.apache.org/docs/r2.4.1/api/org/apache/hadoop/yarn/client/api/async/NMClientAsync.html,hadoop.apache.org,
Hadoop,ContainerId,6,https://stackoverflow.com/questions/21005643/container-is-running-beyond-memory-limits,stackoverflow.com,
Hadoop,ContainerId,7,http://hadoop.apache.org/docs/r2.5.2/api/src-html/org/apache/hadoop/yarn/client/cli/LogsCLI.html,hadoop.apache.org,
Hadoop,ContainerId,8,https://stackoverflow.com/questions/41724300/how-do-i-get-the-yarn-containerid-from-inside-the-container,stackoverflow.com,
Hadoop,ContainerId,9,https://community.hortonworks.com/questions/111901/yarn-exception-from-container-launch-container-fai.html,community.hortonworks.com,
Hadoop,ContainerId,10,https://stackoverflow.com/questions/47181228/tez-dagappmaster-java-lang-illegalargumentexception-invalid-containerid,stackoverflow.com,
Hadoop,ContainerLaunchContext,1,https://hadoop.apache.org/docs/r2.7.1/api/org/apache/hadoop/yarn/api/records/ContainerLaunchContext.html,hadoop.apache.org,
Hadoop,ContainerLaunchContext,2,https://github.com/hortonworks/simple-yarn-app/blob/master/src/main/java/com/hortonworks/simpleyarnapp/ApplicationMaster.java,github.com,
Hadoop,ContainerLaunchContext,3,https://hadoop.apache.org/docs/r2.4.1/api/org/apache/hadoop/yarn/api/records/ApplicationSubmissionContext.html,hadoop.apache.org,
Hadoop,ContainerLaunchContext,4,https://github.com/hortonworks/simple-yarn-app/blob/master/src/main/java/com/hortonworks/simpleyarnapp/Client.java,github.com,
Hadoop,ContainerLaunchContext,5,https://hadoop.apache.org/docs/stable/hadoop-yarn/hadoop-yarn-site/WritingYarnApplications.html,hadoop.apache.org,
Hadoop,ContainerLaunchContext,6,https://stackoverflow.com/questions/47767854/how-to-submit-mapreduce-job-with-yarn-api-in-java,stackoverflow.com,
Hadoop,ContainerLaunchContext,7,https://steveloughran.gitbooks.io/kerberos_and_hadoop/content/sections/yarn.html,steveloughran.gitbooks.io,
Hadoop,ContainerLaunchContext,8,https://ci.apache.org/projects/flink/flink-docs-release-1.3/api/java/org/apache/flink/yarn/AbstractYarnClusterDescriptor.html,ci.apache.org,
Hadoop,ContainerLaunchContext,9,http://blog.madhukaraphatak.com/running-scala-programs-on-yarn,blog.madhukaraphatak.com,
Hadoop,ContainerLaunchContext,10,http://www2.cs.uh.edu/~gabriel/courses/cosc6339_s15/BDA_14_Yarn.pdf,www2.cs.uh.edu,
Hadoop,ContainerLogAppender,1,https://issues.apache.org/jira/browse/YARN-2857,issues.apache.org,
Hadoop,ContainerLogAppender,2,https://hadoop.apache.org/docs/r2.6.0/hadoop-mapreduce-client/hadoop-mapreduce-client-core/mapred-default.xml,hadoop.apache.org,
Hadoop,ContainerLogAppender,3,https://community.hortonworks.com/questions/35289/javaiofilenotfoundexception-is-a-directory.html,community.hortonworks.com,
Hadoop,ContainerLogAppender,4,https://github.com/claudiofahey/hadoop-test-driver/blob/master/container-log4j.properties,github.com,
Hadoop,ContainerLogAppender,5,https://stackoverflow.com/questions/37989521/log-error-importing-data-from-hdfs-to-an-hbase-table-on-hadoop-with-yarn,stackoverflow.com,
Hadoop,ContainerLogAppender,6,https://developer.ibm.com/hadoop/2015/11/05/run-spark-job-yarn-oozie/,developer.ibm.com,
Hadoop,ContainerLogAppender,7,https://stackoverflow.com/questions/31027070/to-override-container-logs-in-yarn-using-custom-log4j,stackoverflow.com,
Hadoop,ContainerLogAppender,8,http://fisheye.apache.org:8060/changelog/hadoop/?showid=2c67985bd23d70b2aead8225aa92c2c4cdcc6cfd&view=fe,fisheye.apache.org,
Hadoop,ContainerLogAppender,9,http://blog.father.gedow.net/2012/09/07/cdh4-logpath-loglevel-configurations/,blog.father.gedow.net,
Hadoop,ContainerLogAppender,10,http://archive-primary.cloudera.com/cdh5/cdh/5/hadoop-2.6.0-cdh5.4.4.CHANGES.txt,archive-primary.cloudera.com,
Hadoop,ContainerManagementProtocol,1,http://events.linuxfoundation.org/sites/events/files/slides/ApacheCon2015-Devaraj-Kavali.pdf,events.linuxfoundation.org,
Hadoop,ContainerManagementProtocol,2,http://hadoop.apache.org/docs/current/api/org/apache/hadoop/yarn/api/records/Container.html,hadoop.apache.org,
Hadoop,ContainerManagementProtocol,3,https://issues.apache.org/jira/browse/YARN-3842,issues.apache.org,
Hadoop,ContainerManagementProtocol,4,https://hadoop.apache.org/docs/r2.6.0/api/src-html/org/apache/hadoop/yarn/applications/distributedshell/ApplicationMaster.html,hadoop.apache.org,
Hadoop,ContainerManagementProtocol,5,https://hortonworks.com/blog/apache-hadoop-yarn-concepts-and-applications/,hortonworks.com,
Hadoop,ContainerManagementProtocol,6,https://community.mapr.com/thread/21984-failed-to-create-and-mount-local-mapreduce-volume,community.mapr.com,
Hadoop,ContainerManagementProtocol,7,http://community.cloudera.com/t5/Hadoop-101-Training-Quickstart/I-run-a-Hadoop-job-but-it-got-stucked-and-nothing-is-happening/td-p/47856,community.cloudera.com,
Hadoop,ContainerManagementProtocol,8,https://www.slideshare.net/datamantra/spark-on-yarn-54201193,slideshare.net,
Hadoop,ContainerManagementProtocol,9,http://blog.csdn.net/zhangchen2449/article/details/52649369,blog.csdn.net,
Hadoop,ContainerManagementProtocol,10,http://fisheye.apache.org:8060/browse/hadoop/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-distributedshell/src/main/java/org/apache/hadoop/yarn/applications/distributedshell/ApplicationMaster.java?r=783a01eb4a155044a54a30a636b86b3ab2b33044,fisheye.apache.org,
Hadoop,ContainerManagerSecurityInfo,1,https://hadoop.apache.org/docs/r2.7.3/api/org/apache/hadoop/conf/class-use/Configuration.html,hadoop.apache.org,
Hadoop,ContainerManagerSecurityInfo,2,https://stackoverflow.com/questions/40907433/yarn-application-finished-succeeded-but-not-executed-submitted-through-yarn-a,stackoverflow.com,
Hadoop,ContainerManagerSecurityInfo,3,https://hadoop.apache.org/docs/r2.4.1/api/org/apache/hadoop/conf/class-use/Configuration.html,hadoop.apache.org,
Hadoop,ContainerManagerSecurityInfo,4,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,ContainerManagerSecurityInfo,5,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,ContainerManagerSecurityInfo,6,https://blog.woopi.org/wordpress/files/hadoop-2.6.0-javadoc/,blog.woopi.org,
Hadoop,ContainerNotFoundException,1,https://issues.apache.org/jira/browse/YARN-2356,issues.apache.org,
Hadoop,ContainerNotFoundException,2,https://community.mapr.com/thread/22195-why-yarn-crashes,community.mapr.com,
Hadoop,ContainerNotFoundException,3,https://github.com/twitter/heron/issues/1349,github.com,
Hadoop,ContainerNotFoundException,4,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerNotFoundException,5,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,ContainerNotFoundException,6,https://hadoop.apache.org/docs/r2.6.4/api/org/apache/hadoop/yarn/exceptions/YarnException.html,hadoop.apache.org,
Hadoop,ContainerNotFoundException,7,http://bbs.csdn.net/topics/392025199,bbs.csdn.net,
Hadoop,ContainerNotFoundException,8,https://hadoop.apache.org/docs/r2.6.0/api/overview-tree.html,hadoop.apache.org,
Hadoop,ContainerNotFoundException,9,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,ContainerNotFoundException,10,https://hadoop.apache.org/docs/r2.8.0/api/index.html,hadoop.apache.org,
Hadoop,ContainerReport,1,https://hadoop.apache.org/docs/stable/api/org/apache/hadoop/yarn/api/records/package-summary.html,hadoop.apache.org,
Hadoop,ContainerReport,2,https://stackoverflow.com/questions/34588190/commands-to-get-the-metrics-of-yarn-containers-actual-memory-usage,stackoverflow.com,
Hadoop,ContainerReport,3,https://hadoop.apache.org/docs/r2.6.1/api/org/apache/hadoop/yarn/api/records/package-summary.html,hadoop.apache.org,
Hadoop,ContainerReport,4,https://community.mapr.com/thread/9755,community.mapr.com,
Hadoop,ContainerReport,5,https://hadoop.apache.org/docs/r2.7.0/api/org/apache/hadoop/yarn/client/api/YarnClient.html,hadoop.apache.org,
Hadoop,ContainerReport,6,https://www.cloudera.com/documentation/enterprise/5-7-x/topics/admin_cluster_util_report.html,cloudera.com,
Hadoop,ContainerReport,7,https://issues.apache.org/jira/browse/YARN-2356,issues.apache.org,
Hadoop,ContainerReport,8,http://doc.mapr.com/display/MapR/config,doc.mapr.com,
Hadoop,ContainerReport,9,https://www.slideshare.net/hortonworks/ozone-object-store-for-apache-hadoop,slideshare.net,
Hadoop,ContainerReport,10,http://doc.mapr.com/display/MapR/dump+containers,doc.mapr.com,
Hadoop,ContainerRetryContext,1,https://hadoop.apache.org/docs/stable/api/org/apache/hadoop/yarn/api/records/package-summary.html,hadoop.apache.org,
Hadoop,ContainerRetryContext,2,http://fisheye.apache.org:8060/browse/hadoop/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-distributedshell/src/main/java/org/apache/hadoop/yarn/applications/distributedshell/ApplicationMaster.java?r=783a01eb4a155044a54a30a636b86b3ab2b33044,fisheye.apache.org,
Hadoop,ContainerRetryContext,3,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerRetryContext,4,https://hadoop.apache.org/docs/stable/api/constant-values.html,hadoop.apache.org,
Hadoop,ContainerRetryContext,5,https://hadoop.apache.org/docs/stable/api/index.html,hadoop.apache.org,
Hadoop,ContainerRetryPolicy,1,https://hadoop.apache.org/docs/current/hadoop-yarn/hadoop-yarn-common/yarn-default.xml,hadoop.apache.org,
Hadoop,ContainerRetryPolicy,2,https://stackoverflow.com/questions/32454961/node-manager-cannot-able-to-start-in-hadoop-2-6-0-connection-refused,stackoverflow.com,
Hadoop,ContainerRetryPolicy,3,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerRetryPolicy,4,http://fisheye.apache.org:8060/browse/hadoop/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-distributedshell/src/main/java/org/apache/hadoop/yarn/applications/distributedshell/ApplicationMaster.java?r=783a01eb4a155044a54a30a636b86b3ab2b33044,fisheye.apache.org,
Hadoop,ContainerRetryPolicy,5,https://hadoop.apache.org/docs/stable/api/org/apache/hadoop/yarn/api/records/package-summary.html,hadoop.apache.org,
Hadoop,ContainerRetryPolicy,6,http://johnjianfang.blogspot.com/2015/04/the-number-of-maximum-attempts-of-yarn.html,johnjianfang.blogspot.com,
Hadoop,ContainerRetryPolicy,7,https://hadoop.apache.org/docs/stable/api/index.html,hadoop.apache.org,
Hadoop,ContainerRetryPolicy,8,http://ogibayashi.github.io/blog/2015/01/06/hdp2-dot-2-installation-memo,ogibayashi.github.io,
Hadoop,ContainerRetryPolicy,9,https://azure.microsoft.com/en-us/blog/azure-storage-client-library-retry-policy-recommendations/,azure.microsoft.com,
Hadoop,ContainerRollingLogAppender,1,https://github.com/claudiofahey/hadoop-test-driver/blob/master/container-log4j.properties,github.com,
Hadoop,ContainerRollingLogAppender,2,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerRollingLogAppender,3,https://issues.apache.org/jira/browse/YARN-812,issues.apache.org,
Hadoop,ContainerRollingLogAppender,4,https://hadoop.apache.org/docs/r2.7.0/api/overview-tree.html,hadoop.apache.org,
Hadoop,ContainerRollingLogAppender,5,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,ContainerRollingLogAppender,6,https://hadoop.apache.org/docs/r2.6.0/api/overview-tree.html,hadoop.apache.org,
Hadoop,ContainerRollingLogAppender,7,https://archive.cloudera.com/cdh5/cdh/5/hadoop/hadoop-mapreduce-client/hadoop-mapreduce-client-core/mapred-default.xml,archive.cloudera.com,
Hadoop,ContainerRollingLogAppender,8,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,ContainerRollingLogAppender,9,http://shzhangji.com/blog/2015/05/31/spark-streaming-logging-configuration/,shzhangji.com,
Hadoop,ContainerRollingLogAppender,10,https://blog.woopi.org/wordpress/files/hadoop-2.6.0-javadoc/,blog.woopi.org,
Hadoop,ContainerState,1,https://hadoop.apache.org/docs/r0.23.11/api/org/apache/hadoop/yarn/api/records/ContainerStatus.html,hadoop.apache.org,
Hadoop,ContainerState,2,http://ercoppa.github.io/HadoopInternals/Container.html,ercoppa.github.io,
Hadoop,ContainerState,3,http://hadoop.apache.org/docs/r3.0.0/api/org/apache/hadoop/yarn/api/records/ContainerStatus.html,hadoop.apache.org,
Hadoop,ContainerState,4,https://hortonworks.com/blog/resource-localization-in-yarn-deep-dive/,hortonworks.com,
Hadoop,ContainerState,5,http://doc.mapr.com/display/MapR/NodeManager+Restart,doc.mapr.com,
Hadoop,ContainerState,6,https://hortonworks.com/blog/office-hours-qa-on-yarn-in-hadoop-2/,hortonworks.com,
Hadoop,ContainerState,7,https://community.cloudera.com/t5/Batch-Processing-and-Workflow/YARN-apps-stuck-won-t-allocate-resources/td-p/23224,community.cloudera.com,
Hadoop,ContainerState,8,https://github.com/PerfectlySoft/PerfectDocs/blob/master/guide/HadoopYARNNodeManager.md,github.com,
Hadoop,ContainerState,9,https://community.cloudera.com/t5/Batch-Processing-and-Workflow/Yarn-CDH5-gt-Stuck-in-runing-an-example-job-Starting-scan-to/m-p/55431,community.cloudera.com,
Hadoop,ContainerState,10,https://stackoverflow.com/questions/33465300/why-does-yarn-job-not-transition-to-running-state,stackoverflow.com,
Hadoop,ContainerStatus,1,https://hadoop.apache.org/docs/r2.4.1/api/org/apache/hadoop/yarn/api/records/ContainerStatus.html,hadoop.apache.org,
Hadoop,ContainerStatus,2,https://hortonworks.com/blog/apache-hadoop-yarn-concepts-and-applications/,hortonworks.com,
Hadoop,ContainerStatus,3,https://hadoop.apache.org/docs/stable/api/org/apache/hadoop/yarn/api/records/package-summary.html,hadoop.apache.org,
Hadoop,ContainerStatus,4,https://github.com/hortonworks/simple-yarn-app/blob/master/src/main/java/com/hortonworks/simpleyarnapp/ApplicationMaster.java,github.com,
Hadoop,ContainerStatus,5,http://johnjianfang.blogspot.com/2013/04/yarn-container-status-exitstatus-1000.html,johnjianfang.blogspot.com,
Hadoop,ContainerStatus,6,https://issues.apache.org/jira/browse/YARN-101,issues.apache.org,
Hadoop,ContainerStatus,7,https://stackoverflow.com/questions/28212380/why-docker-container-exits-immediately,stackoverflow.com,
Hadoop,ContainerStatus,8,https://www.slideshare.net/arnonrgo/hadoop-yarn-35157325,slideshare.net,
Hadoop,ContainerStatus,9,https://docs.hortonworks.com/HDPDocuments/HDP2/HDP-2.6.0/bk_yarn-resource-management/content/preemption.html,docs.hortonworks.com,
Hadoop,ContainerStatus,10,https://data-flair.training/blogs/hadoop-yarn-tutorial/,data-flair.training,
Hadoop,ContainerSubState,1,https://hadoop.apache.org/docs/stable/api/org/apache/hadoop/yarn/api/records/package-summary.html,hadoop.apache.org,
Hadoop,ContainerSubState,2,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerSubState,3,https://hadoop.apache.org/docs/stable/api/index.html,hadoop.apache.org,
Hadoop,ContainerSubState,4,http://hadoop.apache.org/docs/current/api/,hadoop.apache.org,
Hadoop,ContainerTokenIdentifier,1,https://hadoop.apache.org/docs/r2.6.0/api/org/apache/hadoop/io/class-use/Text.html,hadoop.apache.org,
Hadoop,ContainerTokenIdentifier,2,http://community.cloudera.com/t5/Storage-Random-Access-HDFS/Cannot-get-a-file-on-HDFS-becouse-of-quot-java-lang/td-p/53169,community.cloudera.com,
Hadoop,ContainerTokenIdentifier,3,https://hadoop.apache.org/docs/r2.6.3/api/org/apache/hadoop/io/Writable.html,hadoop.apache.org,
Hadoop,ContainerTokenIdentifier,4,https://issues.apache.org/jira/browse/YARN-2882,issues.apache.org,
Hadoop,ContainerTokenIdentifier,5,https://stackoverflow.com/questions/29075106/spark-job-could-not-be-completed,stackoverflow.com,
Hadoop,ContainerTokenIdentifier,6,https://hortonworks.com/blog/stabilizing-yarn-apis-for-apache-hadoop-2-beta-and-beyond/,hortonworks.com,
Hadoop,ContainerTokenIdentifier,7,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,ContainerTokenIdentifier,8,http://blog.csdn.net/qiuzhideyimaoqian/article/details/75004838,blog.csdn.net,
Hadoop,ContainerTokenIdentifier,9,http://archive-primary.cloudera.com/cdh5/cdh/5/hadoop-2.5.0-cdh5.3.0.releasenotes.html,archive-primary.cloudera.com,
Hadoop,ContainerTokenIdentifier,10,http://johnjianfang.blogspot.com/2014/08/unauthorized-request-to-start-container.html,johnjianfang.blogspot.com,
Hadoop,ContainerTokenSelector,1,https://hadoop.apache.org/docs/r2.6.0/api/org/apache/hadoop/io/class-use/Text.html,hadoop.apache.org,
Hadoop,ContainerTokenSelector,2,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,ContainerTokenSelector,3,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerTokenSelector,4,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,ContainerUpdateRequest,1,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerUpdateRequest,2,https://hadoop.apache.org/docs/stable/api/index.html,hadoop.apache.org,
Hadoop,ContainerUpdateRequest,3,http://hadoop.apache.org/docs/current/api/,hadoop.apache.org,
Hadoop,ContainerUpdateRequest,4,https://hadoop.apache.org/docs/stable/api/index.html?org/apache/hadoop/mapreduce/Mapper.html,hadoop.apache.org,
Hadoop,ContainerUpdateResponse,1,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerUpdateResponse,2,https://hadoop.apache.org/docs/stable/api/index.html,hadoop.apache.org,
Hadoop,ContainerUpdateResponse,3,https://hadoop.apache.org/docs/stable/api/index.html?org/apache/hadoop/mapreduce/Mapper.html,hadoop.apache.org,
Hadoop,ContainerUpdateResponse,4,http://hadoop.apache.org/docs/current/api/,hadoop.apache.org,
Hadoop,ContainerUpdateType,1,https://hadoop.apache.org/docs/current/api/allclasses-noframe.html,hadoop.apache.org,
Hadoop,ContainerUpdateType,2,http://fisheye.apache.org:8060/browse/hadoop/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-distributedshell/src/main/java/org/apache/hadoop/yarn/applications/distributedshell/ApplicationMaster.java?r=783a01eb4a155044a54a30a636b86b3ab2b33044,fisheye.apache.org,
Hadoop,ContainerUpdateType,3,https://hadoop.apache.org/docs/stable/api/org/apache/hadoop/yarn/api/records/package-summary.html,hadoop.apache.org,
Hadoop,ContainerUpdateType,4,https://hadoop.apache.org/docs/r2.8.0/api/index.html,hadoop.apache.org,
Hadoop,ContentSummary,1,https://hadoop.apache.org/docs/r2.7.1/api/org/apache/hadoop/fs/ContentSummary.html,hadoop.apache.org,
Hadoop,ContentSummary,2,https://stackoverflow.com/questions/16581327/get-folder-size-of-hdfs-from-java,stackoverflow.com,
Hadoop,ContentSummary,3,https://hadoop.apache.org/docs/r2.4.1/api/org/apache/hadoop/fs/ContentSummary.html,hadoop.apache.org,
Hadoop,ContentSummary,4,https://docs.spring.io/spring-hadoop/docs/current/api/org/springframework/data/hadoop/fs/FsShell.html,docs.spring.io,
Hadoop,ContentSummary,5,https://issues.apache.org/jira/browse/HDFS-8581,issues.apache.org,
Hadoop,ContentSummary,6,https://hive.apache.org/javadocs/r2.1.1/api/org/apache/hadoop/hive/ql/io/SymlinkTextInputFormat.html,hive.apache.org,
Hadoop,ContentSummary,7,https://github.com/apache/hive/blob/master/ql/src/java/org/apache/hadoop/hive/ql/Context.java,github.com,
Hadoop,ContentSummary,8,http://grepcode.com/file/repo1.maven.org/maven2/org.apache.hadoop/hadoop-common/2.7.1/org/apache/hadoop/fs/FileSystem.java,grepcode.com,
Hadoop,ContentSummary,9,https://en.wikipedia.org/wiki/Apache_Hadoop,en.wikipedia.org,
Hadoop,ContentSummary,10,https://www.slideshare.net/thecapacity/hadoop-overview-presentation,slideshare.net,
Hadoop,ControlledJob,1,https://hadoop.apache.org/docs/r1.0.4/api/org/apache/hadoop/mapreduce/lib/jobcontrol/ControlledJob.html,hadoop.apache.org,
Hadoop,ControlledJob,2,https://stackoverflow.com/questions/12374928/hadoop-mapreduce-chain-jobs-jobcontrol-doesnt-stop,stackoverflow.com,
Hadoop,ControlledJob,3,https://hadoop.apache.org/docs/r2.7.2/api/org/apache/hadoop/mapreduce/lib/jobcontrol/JobControl.html,hadoop.apache.org,
Hadoop,ControlledJob,4,https://stackoverflow.com/questions/30220580/complex-job-using-jobcontrol-hadoop,stackoverflow.com,
Hadoop,ControlledJob,5,http://coe4bd.github.io/HadoopHowTo/multipleJobsSingle/multipleJobsSingle.html,coe4bd.github.io,
Hadoop,ControlledJob,6,https://stackoverflow.com/questions/18807358/wait-for-completion-of-several-jobs-in-hadoop,stackoverflow.com,
Hadoop,ControlledJob,7,https://www.slideshare.net/martyhall/hadoop-tutorial-mapreduce-part-8-mapreduce-workflows,slideshare.net,
Hadoop,ControlledJob,8,https://stackoverflow.com/questions/33695348/how-to-resolve-the-following-apache-pig-error,stackoverflow.com,
Hadoop,ControlledJob,9,https://issues.apache.org/jira/browse/MAPREDUCE-6091,issues.apache.org,
Hadoop,ControlledJob,10,https://docs.marklogic.com/guide/mapreduce/hadoop,docs.marklogic.com,
Hadoop,ConverterUtils,1,http://hadoop.apache.org/docs/r2.8.2/api/org/apache/hadoop/yarn/util/ConverterUtils.html,hadoop.apache.org,
Hadoop,ConverterUtils,2,https://stackoverflow.com/questions/19861295/how-to-set-jar-path-when-submit-a-remote-application-to-hadoop,stackoverflow.com,
Hadoop,ConverterUtils,3,http://hadoop.apache.org/docs/r2.5.2/api/src-html/org/apache/hadoop/yarn/client/cli/LogsCLI.html,hadoop.apache.org,
Hadoop,ConverterUtils,4,https://www.factual.com/blog/bug-du-jour-cdh5-upgrade,factual.com,
Hadoop,ConverterUtils,5,https://github.com/hortonworks/simple-yarn-app/blob/master/src/main/java/com/hortonworks/simpleyarnapp/Client.java,github.com,
Hadoop,ConverterUtils,6,http://weka.sourceforge.net/doc.stable/weka/core/converters/ConverterUtils.DataSource.html,weka.sourceforge.net,
Hadoop,ConverterUtils,7,https://github.com/apache/spark/blob/master/resource-managers/yarn/src/main/scala/org/apache/spark/deploy/yarn/YarnSparkHadoopUtil.scala,github.com,
Hadoop,ConverterUtils,8,https://mvnrepository.com/artifact/org.apache.hadoop/hadoop-yarn-common/2.2.0,mvnrepository.com,
Hadoop,ConverterUtils,9,https://issues.apache.org/jira/browse/YARN-1131,issues.apache.org,
Hadoop,ConverterUtils,10,https://community.mapr.com/thread/22378-why-yarn-jobs-fail,community.mapr.com,
Hadoop,Counter,1,https://hadoop.apache.org/docs/r2.7.0/api/org/apache/hadoop/mapred/Counters.html,hadoop.apache.org,
Hadoop,Counter,2,https://diveintodata.org/2011/03/15/an-example-of-hadoop-mapreduce-counter/,diveintodata.org,
Hadoop,Counter,3,https://hadoop.apache.org/docs/current/api/org/apache/hadoop/mapreduce/Counter.html,hadoop.apache.org,
Hadoop,Counter,4,https://acadgild.com/blog/counters-in-mapreduce/,acadgild.com,
Hadoop,Counter,5,https://www.guru99.com/introduction-to-counters-joins-in-map-reduce.html,guru99.com,
Hadoop,Counter,6,http://www.philippeadjiman.com/blog/2010/01/07/hadoop-tutorial-series-issue-3-counters-in-action/,philippeadjiman.com,
Hadoop,Counter,7,https://stackoverflow.com/questions/38359274/using-hadoop-counters-multiple-jobs,stackoverflow.com,
Hadoop,Counter,8,https://liveramp.com/engineering/tracking-mapreduce-job-performance-with-counters/,liveramp.com,
Hadoop,Counter,9,https://www.linkedin.com/pulse/custom-counters-hadoop-gaurav-singh,linkedin.com,
Hadoop,Counter,10,https://mapr.com/blog/managing-monitoring-and-testing-mapreduce-jobs-how-work-counters/,mapr.com,
Hadoop,CounterGroup,1,https://hadoop.apache.org/docs/r2.7.3/api/org/apache/hadoop/mapred/Counters.Group.html,hadoop.apache.org,
Hadoop,CounterGroup,2,https://diveintodata.org/2011/03/15/an-example-of-hadoop-mapreduce-counter/,diveintodata.org,
Hadoop,CounterGroup,3,https://hadoop.apache.org/docs/r2.7.0/api/org/apache/hadoop/mapred/Counters.html,hadoop.apache.org,
Hadoop,CounterGroup,4,https://stackoverflow.com/questions/13609028/is-there-a-list-of-all-standard-not-custom-hadoop-mapreduce-counters,stackoverflow.com,
Hadoop,CounterGroup,5,https://hadoop.apache.org/docs/current/api/org/apache/hadoop/mapreduce/Counter.html,hadoop.apache.org,
Hadoop,CounterGroup,6,http://doc.mapr.com/display/MapR/hadoop+job,doc.mapr.com,
Hadoop,CounterGroup,7,http://docs.cascading.org/cascading/2.0/javadoc/cascading/stats/hadoop/HadoopStepStats.html,docs.cascading.org,
Hadoop,CounterGroup,8,http://www.sciencedirect.com/science/article/pii/S2352864817301955,sciencedirect.com,
Hadoop,CounterGroup,9,https://jmeter-plugins.org/wiki/HadoopJobTracker/,jmeter-plugins.org,
Hadoop,CounterGroup,10,http://luigi.readthedocs.io/en/stable/api/luigi.contrib.hadoop.html,luigi.readthedocs.io,
Hadoop,CounterGroupBase,1,https://hadoop.apache.org/docs/r2.7.3/api/org/apache/hadoop/mapred/Counters.Group.html,hadoop.apache.org,
Hadoop,CounterGroupBase,2,https://stackoverflow.com/questions/29972297/hadoop-nosuchmethoderror,stackoverflow.com,
Hadoop,CounterGroupBase,3,https://hadoop.apache.org/docs/stable/api/org/apache/hadoop/mapreduce/package-tree.html,hadoop.apache.org,
Hadoop,CounterGroupBase,4,http://archive.cloudera.com/cdh5/cdh/5/hadoop/api/,archive.cloudera.com,
Hadoop,CounterGroupBase,5,https://blog.woopi.org/wordpress/files/hadoop-2.6.1-javadoc/,blog.woopi.org,
Hadoop,CounterGroupBase,6,http://blog.csdn.net/hadoop_/article/details/49276623,blog.csdn.net,
Hadoop,CounterGroupBase,7,https://blog.woopi.org/wordpress/files/hadoop-2.6.0-javadoc/,blog.woopi.org,
